manager,name,version,build,channel,installer,role,source
conda,cliff,3.8.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,cliff-3.8.0-py_0.json
conda,cligj,0.7.2,pyhd3eb1b0_0,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,cligj-0.7.2-pyhd3eb1b0_0.json
conda,cloudpathlib,0.21.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,cloudpathlib-0.21.0-py313haa95532_0.json
conda,cloudpickle,3.1.1,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,cloudpickle-3.1.1-py313haa95532_0.json
conda,cmaes,0.8.2,pyh44b312d_0,https://conda.anaconda.org/esri/noarch,conda,inventory,cmaes-0.8.2-pyh44b312d_0.json
conda,cmd2,2.4.3,py313_1,https://conda.anaconda.org/esri/win-64,conda,inventory,cmd2-2.4.3-py313_1.json
conda,cohere,5.15.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,cohere-5.15.0-py_0.json
conda,colorama,0.4.6,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,colorama-0.4.6-py313haa95532_0.json
conda,coloredlogs,15.0.1,py313haa95532_3,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,coloredlogs-15.0.1-py313haa95532_3.json
conda,colorlog,6.8.2,pyh3a91677_2,https://conda.anaconda.org/esri/noarch,conda,inventory,colorlog-6.8.2-pyh3a91677_2.json
conda,colour,0.1.4,pyhd67b51d_0,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,colour-0.1.4-pyhd67b51d_0.json
conda,comm,0.2.2,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,comm-0.2.2-py_0.json
conda,confection,0.1.5,py313h4442805_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,confection-0.1.5-py313h4442805_0.json
conda,cons,0.4.6,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,cons-0.4.6-py313haa95532_0.json
conda,contourpy,1.3.1,py313h214f63a_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,contourpy-1.3.1-py313h214f63a_0.json
conda,controlnet_aux,0.0.10,cuda126_torch251_py313_3,https://conda.anaconda.org/esri/win-64,conda,inventory,controlnet_aux-0.0.10-cuda126_torch251_py313_3.json
conda,cppzmq,4.9.0,1,https://conda.anaconda.org/esri/win-64,conda,inventory,cppzmq-4.9.0-1.json
conda,crc32c,2.7.1,py313h827c3e9_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,crc32c-2.7.1-py313h827c3e9_0.json
conda,cryptography,43.0.1,py313_1,https://conda.anaconda.org/esri/win-64,conda,inventory,cryptography-43.0.1-py313_1.json
conda,csaps,1.3.2,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,csaps-1.3.2-py_0.json
conda,cuda-cudart,12.6.77,0,https://conda.anaconda.org/esri/win-64,conda,inventory,cuda-cudart-12.6.77-0.json
conda,cuda-cudart_win-64,12.6.77,0,https://conda.anaconda.org/esri/noarch,conda,inventory,cuda-cudart_win-64-12.6.77-0.json
conda,cuda-cupti,12.6.80,0,https://conda.anaconda.org/esri/win-64,conda,inventory,cuda-cupti-12.6.80-0.json
conda,cuda-nvrtc,12.6.85,0,https://conda.anaconda.org/esri/win-64,conda,inventory,cuda-nvrtc-12.6.85-0.json
conda,cuda-version,12.6,3,https://conda.anaconda.org/esri/noarch,conda,inventory,cuda-version-12.6-3.json
conda,cudnn,9.5.1.17,0,https://conda.anaconda.org/esri/win-64,conda,inventory,cudnn-9.5.1.17-0.json
conda,cumm,0.8.1,cuda126_py313_6,https://conda.anaconda.org/esri/win-64,conda,inventory,cumm-0.8.1-cuda126_py313_6.json
conda,cusparselt,0.7.0.0,0,https://conda.anaconda.org/esri/win-64,conda,inventory,cusparselt-0.7.0.0-0.json
conda,cycler,0.11.0,pyhd3eb1b0_0,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,cycler-0.11.0-pyhd3eb1b0_0.json
conda,cymem,2.0.11,py313h885b0b7_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,cymem-2.0.11-py313h885b0b7_0.json
conda,cython,3.1.4,py313h02ab6af_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,cython-3.1.4-py313h02ab6af_0.json
conda,cython-blis,1.3.0,py313_0,https://conda.anaconda.org/esri/win-64,conda,inventory,cython-blis-1.3.0-py313_0.json
conda,cytoolz,1.0.1,py313h827c3e9_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,cytoolz-1.0.1-py313h827c3e9_0.json
conda,dask,2025.2.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,dask-2025.2.0-py_0.json
conda,dask-core,2025.2.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,dask-core-2025.2.0-py_0.json
conda,dataclasses,0.8,pyh6d0b6a4_7,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,dataclasses-0.8-pyh6d0b6a4_7.json
conda,datasets,3.3.2,py_4,https://conda.anaconda.org/esri/noarch,conda,inventory,datasets-3.3.2-py_4.json
conda,debugpy,1.8.16,py313h885b0b7_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,debugpy-1.8.16-py313h885b0b7_0.json
conda,decorator,5.2.1,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,decorator-5.2.1-py313haa95532_0.json
conda,defusedxml,0.7.1,pyhd3eb1b0_0,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,defusedxml-0.7.1-pyhd3eb1b0_0.json
conda,descartes,1.1.0,pyhd3eb1b0_4,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,descartes-1.1.0-pyhd3eb1b0_4.json
conda,detreg,1.0.0,cuda126_torch251_py313_5,https://conda.anaconda.org/esri/win-64,conda,inventory,detreg-1.0.0-cuda126_torch251_py313_5.json
conda,diffusers,0.34.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,diffusers-0.34.0-py_0.json
conda,dill,0.3.8,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,dill-0.3.8-py313haa95532_0.json
conda,distributed,2025.2.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,distributed-2025.2.0-py_0.json
conda,distro,1.9.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,distro-1.9.0-py313haa95532_0.json
conda,docstring_parser,0.17.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,docstring_parser-0.17.0-py_0.json
conda,donfig,0.8.1.post1,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,donfig-0.8.1.post1-py313haa95532_0.json
conda,dpcpp-cpp-rt,2024.2.1,arcgispro_1083,https://conda.anaconda.org/esri/win-64,conda,inventory,dpcpp-cpp-rt-2024.2.1-arcgispro_1083.json
conda,dtreeviz,1.3.7,py_2,https://conda.anaconda.org/esri/noarch,conda,inventory,dtreeviz-1.3.7-py_2.json
conda,einops,0.7.0,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,einops-0.7.0-py_1.json
conda,ensemble-boxes,1.0.8,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,ensemble-boxes-1.0.8-py_0.json
conda,entrypoints,0.4,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,entrypoints-0.4-py313haa95532_0.json
conda,et_xmlfile,2.0.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,et_xmlfile-2.0.0-py313haa95532_0.json
conda,etuples,0.3.9,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,etuples-0.3.9-py313haa95532_0.json
conda,eval-type-backport,0.2.2,py313haa95532_1,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,eval-type-backport-0.2.2-py313haa95532_1.json
conda,exceptiongroup,1.0.0rc9,pyhd8ed1ab_0,https://conda.anaconda.org/esri/noarch,conda,inventory,exceptiongroup-1.0.0rc9-pyhd8ed1ab_0.json
conda,executing,2.2.1,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,executing-2.2.1-py313haa95532_0.json
conda,expat,2.7.3,0,https://conda.anaconda.org/esri/win-64,conda,inventory,expat-2.7.3-0.json
conda,fairlearn,0.8.0,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,fairlearn-0.8.0-py_1.json
conda,fastai,1.0.63,pyh3a91677_20,https://conda.anaconda.org/esri/noarch,conda,inventory,fastai-1.0.63-pyh3a91677_20.json
conda,fastavro,1.12.0,py313h540bb41_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,fastavro-1.12.0-py313h540bb41_0.json
conda,fastprogress,0.2.3,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,fastprogress-0.2.3-py_1.json
conda,ffmpeg,7.0.3,2,https://conda.anaconda.org/esri/win-64,conda,inventory,ffmpeg-7.0.3-2.json
conda,filelock,3.16.1,pyhd8ed1ab_0,https://conda.anaconda.org/esri/noarch,conda,inventory,filelock-3.16.1-pyhd8ed1ab_0.json
conda,fiona,1.10.1,py313_0,https://conda.anaconda.org/esri/win-64,conda,inventory,fiona-1.10.1-py313_0.json
conda,fissix,24.4.24,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,fissix-24.4.24-py_0.json
conda,flake8,7.1.1,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,flake8-7.1.1-py313haa95532_0.json
conda,folium,0.20.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,folium-0.20.0-py313haa95532_0.json
conda,fonttools,4.55.3,py313h827c3e9_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,fonttools-4.55.3-py313h827c3e9_0.json
conda,formulaic,0.6.2,py313haa95532_1,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,formulaic-0.6.2-py313haa95532_1.json
conda,freetype,2.13.3,2,https://conda.anaconda.org/esri/win-64,conda,inventory,freetype-2.13.3-2.json
conda,fribidi,1.0.16,0,https://conda.anaconda.org/esri/win-64,conda,inventory,fribidi-1.0.16-0.json
conda,frozenlist,1.5.0,py313h827c3e9_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,frozenlist-1.5.0-py313h827c3e9_0.json
conda,fsspec,2025.7.0,py313h4442805_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,fsspec-2025.7.0-py313h4442805_0.json
conda,ftfy,6.3.1,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,ftfy-6.3.1-py313haa95532_0.json
conda,future,1.0.0,py313_1,https://conda.anaconda.org/esri/win-64,conda,inventory,future-1.0.0-py313_1.json
conda,gdal,3.11.3,arcgispro_py313_171208,https://conda.anaconda.org/esri/win-64,conda,inventory,gdal-3.11.3-arcgispro_py313_171208.json
conda,gdown,5.2.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,gdown-5.2.0-py_0.json
conda,geomet,1.0.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,geomet-1.0.0-py_0.json
conda,geopandas,1.1.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,geopandas-1.1.0-py_0.json
conda,geopandas-base,1.1.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,geopandas-base-1.1.0-py_0.json
conda,geos,3.14.0,arcgispro_0,https://conda.anaconda.org/esri/win-64,conda,inventory,geos-3.14.0-arcgispro_0.json
conda,getopt-win32,0.1,h2bbff1b_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,getopt-win32-0.1-h2bbff1b_0.json
conda,giflib,5.2.2,h7edc060_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,giflib-5.2.2-h7edc060_0.json
conda,glib,2.86.0,1,https://conda.anaconda.org/esri/win-64,conda,inventory,glib-2.86.0-1.json
conda,glib-tools,2.86.0,1,https://conda.anaconda.org/esri/win-64,conda,inventory,glib-tools-2.86.0-1.json
conda,google-api-core,2.25.1,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,google-api-core-2.25.1-py_1.json
conda,google-api-core-grpc,2.25.1,1,https://conda.anaconda.org/esri/noarch,conda,inventory,google-api-core-grpc-2.25.1-1.json
conda,google-auth,2.38.0,py313haa95532_1,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,google-auth-2.38.0-py313haa95532_1.json
conda,google-cloud-aiplatform,1.105.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,google-cloud-aiplatform-1.105.0-py_0.json
conda,google-cloud-bigquery,3.35.0,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,google-cloud-bigquery-3.35.0-py_1.json
conda,google-cloud-bigquery-core,3.35.0,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,google-cloud-bigquery-core-3.35.0-py_1.json
conda,google-cloud-core,2.4.3,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,google-cloud-core-2.4.3-py313haa95532_0.json
conda,google-cloud-resource-manager,1.14.2,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,google-cloud-resource-manager-1.14.2-py_0.json
conda,google-cloud-storage,2.18.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,google-cloud-storage-2.18.0-py313haa95532_0.json
conda,google-crc32c,1.6.0,py313h827c3e9_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,google-crc32c-1.6.0-py313h827c3e9_0.json
conda,google-genai,1.27.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,google-genai-1.27.0-py_0.json
conda,google-resumable-media,2.7.2,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,google-resumable-media-2.7.2-py313haa95532_0.json
conda,googleapis-common-protos,1.69.2,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,googleapis-common-protos-1.69.2-py313haa95532_0.json
conda,googleapis-common-protos-grpc,1.69.2,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,googleapis-common-protos-grpc-1.69.2-py313haa95532_0.json
conda,gputil,1.4.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,gputil-1.4.0-py_0.json
conda,graphite2,1.3.14,hd77b12b_1,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,graphite2-1.3.14-hd77b12b_1.json
conda,graphviz,8.1.0,1,https://conda.anaconda.org/esri/win-64,conda,inventory,graphviz-8.1.0-1.json
conda,greenlet,3.2.4,py313h885b0b7_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,greenlet-3.2.4-py313h885b0b7_0.json
conda,groq,0.9.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,groq-0.9.0-py_0.json
conda,groundingdino-py,0.4.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,groundingdino-py-0.4.0-py_0.json
conda,grpc-google-iam-v1,0.14.2,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,grpc-google-iam-v1-0.14.2-py_1.json
conda,grpcio,1.67.1,py313_0,https://conda.anaconda.org/esri/win-64,conda,inventory,grpcio-1.67.1-py313_0.json
conda,gsplat,1.4.0,cuda126_mkl_py313_0,https://conda.anaconda.org/esri/win-64,conda,inventory,gsplat-1.4.0-cuda126_mkl_py313_0.json
conda,gts,0.7.6,h63ab5a1_3,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,gts-0.7.6-h63ab5a1_3.json
conda,h11,0.16.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,h11-0.16.0-py313haa95532_0.json
conda,h3-py,4.2.2,py313_1,https://conda.anaconda.org/esri/win-64,conda,inventory,h3-py-4.2.2-py313_1.json
conda,h5netcdf,1.2.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,h5netcdf-1.2.0-py313haa95532_0.json
conda,h5py,3.14.0,arcgispro_py313_2,https://conda.anaconda.org/esri/win-64,conda,inventory,h5py-3.14.0-arcgispro_py313_2.json
conda,harfbuzz,10.2.0,he2f9f60_1,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,harfbuzz-10.2.0-he2f9f60_1.json
conda,httpcore,1.0.9,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,httpcore-1.0.9-py313haa95532_0.json
conda,httpx,0.28.1,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,httpx-0.28.1-py_0.json
conda,httpx-sse,0.4.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,httpx-sse-0.4.0-py313haa95532_0.json
conda,huggingface_hub,0.33.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,huggingface_hub-0.33.0-py_0.json
conda,humanfriendly,10.0,py313haa95532_2,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,humanfriendly-10.0-py313haa95532_2.json
conda,hydra-core,1.3.2,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,hydra-core-1.3.2-py_0.json
conda,ibm-cos-sdk,2.14.2,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,ibm-cos-sdk-2.14.2-py_0.json
conda,ibm-cos-sdk-core,2.14.2,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,ibm-cos-sdk-core-2.14.2-py_1.json
conda,ibm-cos-sdk-s3transfer,2.14.2,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,ibm-cos-sdk-s3transfer-2.14.2-py_1.json
conda,ibm-watsonx-ai,1.3.28,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,ibm-watsonx-ai-1.3.28-py_0.json
conda,icu,73.1,h6c2663c_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,icu-73.1-h6c2663c_0.json
conda,idna,3.7,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,idna-3.7-py313haa95532_0.json
conda,imagecodecs,2024.9.22,py313_1,https://conda.anaconda.org/esri/win-64,conda,inventory,imagecodecs-2024.9.22-py313_1.json
conda,imageio,2.37.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,imageio-2.37.0-py313haa95532_0.json
conda,importlib-metadata,8.5.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,importlib-metadata-8.5.0-py313haa95532_0.json
conda,importlib_metadata,8.5.0,hd3eb1b0_0,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,importlib_metadata-8.5.0-hd3eb1b0_0.json
conda,importlib_resources,6.4.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,importlib_resources-6.4.0-py313haa95532_0.json
conda,iniconfig,1.1.1,pyhd3eb1b0_0,https://conda.anaconda.org/esri/noarch,conda,inventory,iniconfig-1.1.1-pyhd3eb1b0_0.json
conda,inplace-abn,1.1.0,cuda126_torch251_py313_4,https://conda.anaconda.org/esri/win-64,conda,inventory,inplace-abn-1.1.0-cuda126_torch251_py313_4.json
conda,intel-cmplr-lib-rt,2024.2.1,arcgispro_1083,https://conda.anaconda.org/esri/win-64,conda,inventory,intel-cmplr-lib-rt-2024.2.1-arcgispro_1083.json
conda,intel-cmplr-lib-ur,2024.2.1,arcgispro_1083,https://conda.anaconda.org/esri/win-64,conda,inventory,intel-cmplr-lib-ur-2024.2.1-arcgispro_1083.json
conda,intel-cmplr-lic-rt,2024.2.1,arcgispro_1083,https://conda.anaconda.org/esri/win-64,conda,inventory,intel-cmplr-lic-rt-2024.2.1-arcgispro_1083.json
conda,intel-core,2024.2.0,arcgispro_1,https://conda.anaconda.org/esri/win-64,conda,inventory,intel-core-2024.2.0-arcgispro_1.json
conda,intel-fortran-rt,2024.2.1,arcgispro_1083,https://conda.anaconda.org/esri/win-64,conda,inventory,intel-fortran-rt-2024.2.1-arcgispro_1083.json
conda,intel-openmp,2024.2.1,arcgispro_1083,https://conda.anaconda.org/esri/win-64,conda,inventory,intel-openmp-2024.2.1-arcgispro_1083.json
conda,intel-sycl-rt,2024.2.1,arcgispro_1083,https://conda.anaconda.org/esri/win-64,conda,inventory,intel-sycl-rt-2024.2.1-arcgispro_1083.json
conda,interface_meta,1.3.0,py313haa95532_1,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,interface_meta-1.3.0-py313haa95532_1.json
conda,iopath,0.1.10,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,iopath-0.1.10-py_0.json
conda,ipykernel,6.29.5,pyh5f5efe1_0,https://conda.anaconda.org/esri/noarch,conda,inventory,ipykernel-6.29.5-pyh5f5efe1_0.json
conda,ipython,8.37.0,pyh3a91677_0,https://conda.anaconda.org/esri/noarch,conda,inventory,ipython-8.37.0-pyh3a91677_0.json
conda,ipython_genutils,0.2.0,pyhd3eb1b0_1,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,ipython_genutils-0.2.0-pyhd3eb1b0_1.json
conda,ipywidgets,8.1.5,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,ipywidgets-8.1.5-py_0.json
conda,isodate,0.6.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,isodate-0.6.0-py_0.json
conda,jdcal,1.4.1,pyhd3eb1b0_0,https://repo.anaconda.com/pkgs/main/noarch,conda,inventory,jdcal-1.4.1-pyhd3eb1b0_0.json
conda,jedi,0.18.2,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,jedi-0.18.2-py_1.json
conda,jinja2,3.1.6,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,jinja2-3.1.6-py313haa95532_0.json
conda,jiter,0.6.1,py313hefb1915_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,jiter-0.6.1-py313hefb1915_0.json
conda,jmespath,1.0.1,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,jmespath-1.0.1-py313haa95532_0.json
conda,joblib,1.5.2,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,joblib-1.5.2-py313haa95532_0.json
conda,jpeg,9e,0,https://conda.anaconda.org/esri/win-64,conda,inventory,jpeg-9e-0.json
conda,json5,0.9.25,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,json5-0.9.25-py_0.json
conda,jsonschema,4.25.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,jsonschema-4.25.0-py313haa95532_0.json
conda,jsonschema-specifications,2023.7.1,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,jsonschema-specifications-2023.7.1-py313haa95532_0.json
conda,jupyter-lsp,2.2.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyter-lsp-2.2.0-py_0.json
conda,jupyter_client,8.6.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyter_client-8.6.0-py_0.json
conda,jupyter_console,6.6.3,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyter_console-6.6.3-py_0.json
conda,jupyter_core,5.8.1,pyh3a91677_0,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyter_core-5.8.1-pyh3a91677_0.json
conda,jupyter_events,0.10.0,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyter_events-0.10.0-py_0.json
conda,jupyter_server,2.14.2,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyter_server-2.14.2-py_0.json
conda,jupyter_server_terminals,0.5.3,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,jupyter_server_terminals-0.5.3-py313haa95532_0.json
conda,jupyterlab,4.3.8,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyterlab-4.3.8-py_1.json
conda,jupyterlab_pygments,0.3.0,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyterlab_pygments-0.3.0-py_1.json
conda,jupyterlab_server,2.27.3,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyterlab_server-2.27.3-py_0.json
conda,jupyterlab_widgets,3.0.13,py_0,https://conda.anaconda.org/esri/noarch,conda,inventory,jupyterlab_widgets-3.0.13-py_0.json
conda,jxrlib,1.2,h1314243_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,jxrlib-1.2-h1314243_0.json
conda,kerchunk,0.2.8,py_1,https://conda.anaconda.org/esri/noarch,conda,inventory,kerchunk-0.2.8-py_1.json
conda,keyring,24.3.0,py_2,https://conda.anaconda.org/esri/noarch,conda,inventory,keyring-24.3.0-py_2.json
conda,kiwisolver,1.4.8,py313h5da7b33_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,kiwisolver-1.4.8-py313h5da7b33_0.json
conda,krb5,1.21.3,1,https://conda.anaconda.org/esri/win-64,conda,inventory,krb5-1.21.3-1.json
conda,langcodes,3.5.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,langcodes-3.5.0-py313haa95532_0.json
conda,language-data,1.3.0,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,language-data-1.3.0-py313haa95532_0.json
conda,lark,1.2.2,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,lark-1.2.2-py313haa95532_0.json
conda,laspy,2.5.4,py313_0,https://conda.anaconda.org/esri/win-64,conda,inventory,laspy-2.5.4-py313_0.json
conda,lazrs-python,0.6.2,py313_0,https://conda.anaconda.org/esri/win-64,conda,inventory,lazrs-python-0.6.2-py313_0.json
conda,lazy_loader,0.4,py313haa95532_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,lazy_loader-0.4-py313haa95532_0.json
conda,lcms2,2.16,1,https://conda.anaconda.org/esri/win-64,conda,inventory,lcms2-2.16-1.json
conda,libabseil,20250127.0,1,https://conda.anaconda.org/esri/win-64,conda,inventory,libabseil-20250127.0-1.json
conda,libaec,1.1.3,hcdb6601_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,libaec-1.1.3-hcdb6601_0.json
conda,libarrow,20.0.0,3,https://conda.anaconda.org/esri/win-64,conda,inventory,libarrow-20.0.0-3.json
conda,libavif,1.2.0,0,https://conda.anaconda.org/esri/win-64,conda,inventory,libavif-1.2.0-0.json
conda,libboost,1.88.0,h3d2b97d_0,https://conda.anaconda.org/esri/win-64,conda,inventory,libboost-1.88.0-h3d2b97d_0.json
conda,libboost-python,1.88.0,py313h78ab9d5_0,https://conda.anaconda.org/esri/win-64,conda,inventory,libboost-python-1.88.0-py313h78ab9d5_0.json
conda,libbrotlicommon,1.1.0,4,https://conda.anaconda.org/esri/win-64,conda,inventory,libbrotlicommon-1.1.0-4.json
conda,libbrotlidec,1.1.0,4,https://conda.anaconda.org/esri/win-64,conda,inventory,libbrotlidec-1.1.0-4.json
conda,libbrotlienc,1.1.0,4,https://conda.anaconda.org/esri/win-64,conda,inventory,libbrotlienc-1.1.0-4.json
conda,libcrc32c,1.1.2,hd77b12b_0,https://repo.anaconda.com/pkgs/main/win-64,conda,inventory,libcrc32c-1.1.2-hd77b12b_0.json
conda,libcublas,12.6.4.1,0,https://conda.anaconda.org/esri/win-64,conda,inventory,libcublas-12.6.4.1-0.json
conda,libcublas-dev,12.6.4.1,0,https://conda.anaconda.org/esri/win-64,conda,inventory,libcublas-dev-12.6.4.1-0.json
conda,libcudss0,0.4.0.2,2,https://conda.anaconda.org/esri/win-64,conda,inventory,libcudss0-0.4.0.2-2.json
conda,libcufft,11.3.0.4,0,https://conda.anaconda.org/esri/win-64,conda,inventory,libcufft-11.3.0.4-0.json
conda,libcufft-dev,11.3.0.4,0,https://conda.anaconda.org/esri/win-64,conda,inventory,libcufft-dev-11.3.0.4-0.json
